pl_name,pl_rade,pl_bmasse,disc_year,st_teff,pl_eqt,pl_orbsmax,pl_orbper
HD 191939 c,3.195,8.0,2020,5348.0,600.0,0.1752,28.579743
HD 191939 c,3.08,7.2,2020,5348.0,605.0,0.17,28.5805
HD 191939 d,2.995,2.8,2020,5348.0,540.0,0.2132,38.353037
HD 191939 d,3.1168896,2.2,2020,5385.0,502.73,0.209,38.352562
HD 191939 d,3.04,5.8,2020,5348.0,549.0,0.207,38.3525
HD 202772 A b,17.317905,323.23311,2019,6272.0,2132.0,0.05208,3.308958
HD 20329 b,1.72,7.42,2022,5596.0,2141.0,0.018,0.926118
HD 207496 b,2.25,6.1,2023,4819.0,743.0,0.0629,6.441008
HD 207897 b,2.501,14.4,2021,5070.0,632.2,0.1163,16.202159
HD 207897 b,2.34302132,14.8,2021,5106.0,581.75,0.117,16.20166
HD 209458 b,15.46842,226.93062,1999,6117.0,1459.0,0.04747,3.52474859
HD 209458 b,15.233,217.704,1999,6065.0,1449.0,0.04707,3.524746
HD 213885 b,1.745,8.83,2019,5978.0,2128.0,0.02012,1.008035
HD 21520 b,2.697,17.7,2024,5871.0,637.0,0.1726,25.1292
HD 21749 c,0.892,3.7,2019,4640.0,701.0,0.0695,7.78993
HD 219134 b,1.602,4.74,2015,4699.0,1015.0,0.03876,3.092926
HD 219134 c,1.511,4.36,2015,4699.0,782.0,0.0653,6.76458
HD 219134 d,1.61,16.17,2015,4699.0,410.5,0.237,46.859
HD 219134 f,1.31,7.3,2015,4699.0,522.6,0.1463,22.717
HD 219666 b,4.71,16.6,2018,5527.0,1073.0,0.06356,6.03607
HD 22946 d,2.607,26.57,2023,6169.0,546.0,0.2958,47.42489
HD 23472 b,2.0,8.32,2019,4684.0,543.0,0.1162,17.667087
HD 23472 c,1.87,3.41,2019,4684.0,467.0,0.1646,29.79749
HD 23472 d,0.75,0.55,2022,4684.0,909.0,0.04298,3.97664
HD 23472 e,0.818,0.72,2022,4684.0,723.0,0.068,7.90754
HD 23472 f,1.137,0.77,2022,4684.0,630.0,0.0906,12.1621839
HD 235088 b,2.07506422,4.2,2023,5087.0,753.95,0.071,7.434151
HD 25463 b,2.62,8.5,2023,6220.0,1290.0,0.076,7.049144
HD 25463 b,2.54535814,8.7,2023,6353.0,1198.46,0.076,7.0491423
HD 25463 c,1.5,4.1,2023,6220.0,1707.0,0.0435,3.04405
HD 25463 c,1.36354953,4.3,2023,6353.0,1585.57,0.0443,3.04405
HD 260655 b,1.24,2.14,2022,3803.0,709.0,0.02933,2.76953
HD 260655 c,1.533,3.09,2022,3803.0,557.0,0.04749,5.70588
HD 2685 b,16.14096,371.8611,2019,6801.0,2061.0,0.0568,4.12688
HD 28109 b,2.199,18.496,2022,6120.0,881.2,0.1357,22.89104
HD 28109 c,4.23,7.943,2022,6120.0,585.2,0.308,56.00819
HD 28109 d,3.25,5.681,2022,6120.0,506.5,0.411,84.25999
HD 3167 b,1.67,4.97,2016,5261.0,1774.0,0.01796,0.959641
HD 3167 b,1.574,5.69,2016,5286.0,1759.0,0.01752,0.959632
HD 3167 b,1.627,4.73,2016,5300.0,1777.0,0.01802,0.95965428
HD 3167 c,3.0,11.13,2016,5261.0,564.0,0.1776,29.8454
HD 3167 c,2.923,10.67,2016,5300.0,565.0,0.1783,29.8464948
HD 3167 c,2.74,8.33,2016,5286.0,548.0,0.1806,29.84622
HD 332231 b,9.07303305,74.1,2020,6128.0,798.3,0.145,18.712024
HD 332231 b,9.718203,77.55052,2020,6089.0,876.0,0.1436,18.71204
HD 35843 c,2.54,11.32,2025,5666.0,479.0,0.25,46.9622
HD 42813 b,3.41,9.1,2023,5289.0,716.0,0.111,13.6308205
HD 42813 b,3.48,9.6,2023,5289.0,777.0,0.107,13.63083
HD 42813 b,3.42633318,5.9,2023,5323.0,703.39,0.11,13.630828
HD 42813 b,3.36,5.8,2023,5240.0,755.0,0.109,13.63083
HD 5278 b,2.45,7.8,2021,6203.0,943.0,0.1202,14.339156
HD 6061 b,2.42763557,10.0,2023,5934.0,1075.31,0.06,5.2549
HD 6061 b,2.45,10.8,2023,5920.0,1194.0,0.059,5.254467
HD 63433 b,2.16351593,37.3,2020,5634.0,886.44,0.072,7.1079384
HD 63433 c,2.58229101,17.2,2020,5634.0,622.31,0.146,20.543847
HD 63935 b,2.91575244,10.5,2021,5513.0,825.22,0.083,9.058807
HD 63935 c,3.06451296,11.1,2021,5513.0,619.59,0.148,21.4027
HD 73344 b,2.884,10.48,2024,6252.6,911.0,0.131,15.611
HD 73583 b,2.84,15.9,2022,4582.0,742.7,0.05995,6.3980661
HD 73583 b,2.79,10.2,2022,4511.0,714.0,0.0604,6.398042
HD 73583 c,2.73,22.5,2022,4582.0,517.8,0.1233,18.8805
HD 73583 c,2.39,9.7,2022,4511.0,498.0,0.1242,18.87974
HD 77946 b,2.89646124,10.9,2024,6007.0,1128.86,0.073,6.527363
HD 80606 b,11.242627,1307.55262,2001,5574.0,405.0,0.4564,111.4367
HD 80653 b,1.613,5.72,2020,5959.0,2463.0,0.01661,0.719573
HD 86226 c,2.16,7.25,2020,5863.0,1311.0,0.049,3.98442
HD 88986 b,2.49,17.2,2023,5861.0,460.0,0.58,146.05
HD 89345 b,7.39794,34.9613,2018,5576.0,1089.0,0.1066,11.8143
HD 89345 b,7.263432,38.45743,2018,5622.0,1068.0,0.1115,11.8143
HD 89345 b,6.86,35.7,2018,5499.0,1053.0,0.105,11.81399
HD 93963 A b,1.46954368,2.8,2022,5908.0,1842.23,0.02061,1.0376109
HD 93963 A b,1.35,7.8,2022,5987.0,2042.0,0.02085,1.0391353
HD 93963 A c,3.228,19.2,2022,5987.0,1344.0,0.04813,3.6451398
HD 93963 A c,3.11976057,18.4,2022,5908.0,1212.45,0.04726,3.6451389
HD 95338 b,3.89,42.44,2020,5212.0,385.0,0.262,55.087
HD 97658 b,2.247,7.55,2010,5170.0,757.0,0.08,9.4903
HIP 116454 b,2.53,11.82,2014,5089.0,690.0,0.0906,9.1205
HIP 116454 b,2.53,10.1,2014,5089.0,745.0,0.07765,9.0949
HIP 116454 b,2.469,9.7,2014,5048.0,753.2,0.0792,9.1004157
HIP 29442 c,1.551,4.5,2023,5289.0,1123.0,0.04518,3.5379559
HIP 29442 c,1.58,4.5,2023,5289.0,1217.0,0.0436,3.53796
HIP 29442 d,1.37,5.1,2023,5289.0,998.0,0.0649,6.42975
HIP 29442 d,1.538,5.14,2023,5289.0,920.0,0.0673,6.429575
HIP 65 A b,22.75427,1021.18779,2020,4590.0,1411.0,0.01782,0.9809734
HIP 8152 b,2.53625843,8.9,2023,5618.0,794.96,0.093,10.751014
HIP 8152 b,2.56,7.8,2023,5530.0,855.0,0.092,10.75101
HIP 8152 c,2.52442508,10.7,2023,5618.0,650.68,0.139,19.60562
HIP 8152 c,2.48,9.4,2023,5530.0,699.0,0.138,19.6053
HIP 94235 b,3.0,379.0,2022,5991.0,1060.0,0.0787,7.713057
HIP 9618 b,3.75,8.4,2023,5550.0,685.0,0.144,20.77288
HIP 9618 b,3.82838127,8.3,2023,5649.0,640.88,0.145,20.772858
HIP 9618 b,3.9,10.0,2023,5609.0,663.4,0.1438,20.772907
HIP 9618 c,3.42855926,7.0,2023,5649.0,470.31,0.269,52.56363
HIP 9618 c,3.34,7.9,2023,5550.0,503.0,0.268,52.5636
HIP 9618 c,3.343,18.3,2023,5609.0,486.9,0.2669,52.563491
HIP 97166 b,2.74,20.0,2021,5198.0,757.0,0.089,10.28891
HIP 97166 b,2.4801338,19.1,2021,5216.0,701.66,0.091,10.288914
HR 858 b,2.004,3.55,2019,6354.0,1552.0,0.04888,3.585287
HR 858 c,1.979,3.8,2019,6354.0,1309.0,0.0687,5.973865
HR 858 d,2.001,7.1,2019,6354.0,1061.0,0.1046,11.230511
K2-100 b,3.88,21.8,2016,5945.0,1841.0,0.0301,1.6739035
K2-107 b,16.14096,266.9772,2017,6030.0,1780.0,0.048,3.31392
K2-108 b,5.28,59.4,2017,5474.0,1446.0,0.0573,4.73401
K2-110 b,2.592,15.9,2017,5010.0,638.0,0.10207,13.86375
K2-110 b,2.592,16.7,2017,5010.0,640.0,0.1021,13.86375
K2-111 b,1.82,5.58,2017,5775.0,1309.0,0.0565,5.3518
K2-111 b,1.9,8.6,2017,5730.0,1309.0,0.0621,5.35117
K2-113 b,10.42437,410.0007,2017,5627.0,1178.0,0.0558,5.817608
K2-114 b,10.59248676,638.83509807,2017,4899.0,701.4,0.0944,11.390931
K2-114 b,10.558878,587.9855,2017,5027.0,719.0,0.09309,11.39109
K2-114 b,10.44677001,638.83509807,2017,4920.0,701.0,0.0943,11.3909311
K2-115 b,11.80305668,321.00669107,2017,5870.0,696.0,0.1415,20.2729914
K2-115 b,12.498035,266.9772,2017,5560.0,682.0,0.1367,20.273034
K2-12 b,2.44,5.2,2015,5672.0,1026.0,0.0792,8.28246
K2-131 b,1.69,7.9,2017,5120.0,2223.0,0.00936,0.3693038
K2-132 b,12.206601,157.32585,2017,4878.0,1586.0,0.0916,9.1708
K2-136 b,1.014,4.3,2017,4500.0,610.0,0.0707,7.9752
K2-136 c,3.0,18.1,2017,4500.0,470.0,0.1185,17.30713
K2-136 d,1.565,3.0,2017,4500.0,420.0,0.1538,25.575
K2-137 b,0.89,158.915,2017,3492.0,1471.0,0.0058,0.179715
K2-139 b,9.056872,123.00021,2017,5340.0,565.0,0.179,28.38236
K2-140 b,12.273855,323.86877,2017,5654.0,1114.0,0.0591,6.5693
K2-140 b,13.56286665,295.58041851,2017,5585.0,962.0,0.068,6.569188
K2-141 b,1.54,5.31,2018,4373.0,2039.0,0.00716,0.2803226
K2-141 b,1.51,4.97,2018,4570.0,2103.0,0.00747,0.2803244
K2-141 c,7.0,8.0,2018,4570.0,695.0,0.0683,7.7485
K2-157 b,0.935,1.14,2018,5334.0,2432.0,0.00962,0.3652575
K2-167 b,2.3,6.5,2018,6011.0,1174.0,0.091,9.97748
K2-18 b,2.37,8.92,2015,3457.0,284.0,0.1429,32.939623
K2-18 b,2.38,7.96,2015,3457.0,235.0,0.143,32.93963
K2-18 b,2.61,8.63,2015,3457.0,254.9,0.1591,32.940045
K2-180 b,2.46597575,11.41003981,2018,5365.0,797.5,0.0756,8.865663
K2-180 b,2.24179614,11.44182265,2018,5110.0,729.0,0.075,8.8665
K2-182 b,2.69,20.0,2018,5170.0,969.0,0.0526,4.7369683
K2-182 b,2.71257333,20.97667486,2018,5128.0,965.8,0.05174,4.7369696
K2-199 b,1.73,6.9,2018,4491.0,913.0,0.0382,3.2253993
K2-199 c,2.85,12.4,2018,4491.0,694.0,0.0662,7.3744897
K2-216 b,1.75,8.0,2018,4503.0,1103.0,0.028,2.1748
K2-22 b,2.5,444.962,2015,3830.0,2100.0,0.0088,0.381078
K2-222 b,2.35,8.7,2018,5942.0,871.0,0.1206,15.38857
K2-229 b,1.164,2.59,2018,5185.0,1960.0,0.012888,0.584249
K2-229 c,2.12,21.3,2018,5185.0,800.0,0.07577,8.32834
K2-232 b,11.209,126.49634,2018,6154.0,1030.0,0.10356,11.168454
K2-232 b,11.859122,123.00021,2018,5888.0,1001.0,0.0991,11.168459
K2-233 b,1.343,11.26,2018,5033.0,1121.0,0.03308,2.4675
K2-233 c,1.281,12.81,2018,5033.0,790.0,0.06666,7.06005
K2-233 d,2.358,21.14,2018,5033.0,523.0,0.15224,24.3645
K2-237 b,18.49485,508.528,2018,6257.0,1884.0,0.037,2.18056
K2-237 b,16.06246934,434.15360396,2018,6180.0,1759.0,0.03552,2.18053332
K2-237 b,16.19697711,433.20011874,2018,6360.0,1828.0,0.03558,2.18053539
K2-237 b,18.405178,392.83788,2018,6099.0,1838.0,0.0353,2.1805577
K2-238 b,14.5717,273.3338,2018,5630.0,1587.0,0.046,3.20466
K2-24 b,5.68,21.0,2016,5743.0,767.0,0.154,20.8851
K2-24 c,7.82,27.0,2016,5743.0,606.0,0.247,42.3633
K2-25 b,3.44,24.5,2015,3207.0,494.0,0.0287,3.48456408
K2-260 b,18.41635529,546.66486004,2018,6860.0,2090.0,0.04392,2.62669762
K2-260 b,17.396368,451.3186,2018,6367.0,1957.0,0.0404,2.6266657
K2-261 b,9.52763359,59.75174052,2018,5445.0,1046.0,0.1034,11.633478
K2-261 b,9.52765,70.87609,2018,5537.0,1080.0,0.102,11.63344
K2-261 b,9.50521563,67.69745069,2018,5503.0,1030.0,0.1087,11.633478
K2-261 b,9.26982704,68.96876432,2018,5490.0,1036.0,0.1086,11.6334681
K2-263 b,2.41,14.9,2018,5368.0,470.0,0.2573,50.818947
K2-263 b,2.41,14.8,2018,5368.0,470.0,0.2573,50.818947
K2-265 b,1.70824866,7.3418362,2018,5420.0,1366.0,0.03359,2.36902
K2-266 b,3.3,11.26782377,2018,4285.0,1515.0,0.01306,0.658524
K2-266 c,0.705,0.29013072,2018,4285.0,664.5,0.0679,7.814
K2-266 d,2.93,8.9,2018,4285.0,538.3,0.1035,14.697
K2-266 e,2.73,14.3,2018,4285.0,490.1,0.1249,19.482
K2-27 b,4.48,30.9,2016,5248.0,902.0,0.06702,6.771315
K2-280 b,7.5,37.1,2018,5500.0,787.0,0.1461,19.89526
K2-285 b,2.59,9.68,2018,4975.0,1088.9,0.03817,3.471745
K2-285 c,3.53,15.68,2018,4975.0,741.4,0.0824,7.138048
K2-285 d,2.48,6.5,2018,4975.0,619.9,0.1178,10.45582
K2-285 e,1.95,10.7,2018,4975.0,500.9,0.18041,14.76289
K2-287 b,9.494023,100.11645,2018,5695.0,804.0,0.1206,14.893291
K2-29 b,13.33871,232.0159,2016,5358.0,1171.0,0.04217,3.2588321
K2-29 b,11.209,194.82979,2016,5222.0,1076.0,0.04097,3.2589263
K2-290 b,3.06,10.9,2019,6302.0,1230.0,0.0923,9.21165
K2-290 c,11.276254,246.00042,2019,6302.0,676.0,0.305,48.36685
K2-292 b,2.63,24.5,2019,5725.0,795.0,0.13,16.9841
K2-295 b,10.054473,106.47305,2018,4444.0,852.0,0.0451,4.024867
K2-3 b,2.078,5.11,2015,3844.0,501.3,0.0747,10.0546535
K2-3 b,2.25,6.47,2015,3835.0,513.0,0.0778,10.054626
K2-3 c,1.69,3.3,2015,3835.0,381.0,0.1414,24.646582
K2-3 c,1.582,2.68,2015,3844.0,371.8,0.1357,24.646729
K2-3 d,1.62,1.6,2015,3835.0,312.0,0.2097,44.556456
K2-3 d,1.458,2.2,2015,3844.0,305.2,0.2014,44.55603
K2-30 b,11.982421,187.20187,2016,5575.0,1203.0,0.0419,4.09849
K2-30 b,13.405964,198.00809,2016,5581.0,1185.0,0.04986,4.098507
K2-30 b,11.646151,184.02357,2016,5425.0,1092.0,0.04839,4.098503
K2-32 b,5.299,15.0,2016,5271.0,837.0,0.0795,8.992
K2-32 b,5.13,16.5,2016,5275.0,817.0,0.08036,8.99213
K2-32 c,3.134,8.1,2016,5271.0,634.0,0.13843,20.66093
K2-32 c,3.01,12.1,2016,5275.0,619.0,0.1399,20.6602
K2-32 d,3.43,10.3,2016,5275.0,537.0,0.1862,31.7154
K2-32 d,3.484,6.7,2016,5271.0,550.0,0.18422,31.71701
K2-32 e,1.212,2.1,2019,5271.0,1066.0,0.04899,4.34934
K2-329 b,8.675766,82.6358,2020,5282.0,650.0,0.1016,12.4551225
K2-33 b,5.76,1144.188,2016,3410.0,850.0,0.0409,5.42513
K2-34 b,15.434793,539.67534,2016,6149.0,1715.0,0.0465,2.995629
K2-34 b,15.13215,559.3808,2016,6132.0,1742.0,0.04419,2.995607
K2-36 b,1.43,4.3,2016,4916.0,1328.0,0.02288,1.422614
K2-36 b,1.43,3.9,2016,4916.0,1224.0,0.0223,1.422614
K2-36 c,3.2,7.9,2016,4916.0,854.0,0.05528,5.340888
K2-36 c,3.2,7.8,2016,4916.0,788.0,0.054,5.340888
K2-38 b,1.655,7.7,2016,5705.0,1310.0,0.0503,4.01593
K2-38 b,1.54,7.3,2016,5731.0,1266.0,0.04994,4.01593
K2-38 b,1.55,12.0,2016,5757.0,1184.0,0.0506,4.01593
K2-38 c,2.29,8.3,2016,5731.0,916.0,0.09514,10.56103
K2-38 c,2.42,9.9,2016,5757.0,858.0,0.0964,10.56103
K2-38 c,2.49,7.4,2016,5705.0,949.0,0.0959,10.56103
K2-39 b,5.71,39.8,2016,4912.0,1670.0,0.0574,4.60497
K2-415 b,1.015,7.5,2023,3173.0,412.4,0.027,4.0179694
K2-416 b,2.66,1652.7077164,2023,3746.0,447.0,0.088,13.102
K2-417 b,3.31,699.2224954,2023,3861.0,558.0,0.063,6.535
K2-419 A b,10.55,196.0,2024,3711.0,377.0,0.1208,20.35847252
K2-60 b,7.655747,135.39558,2016,5500.0,1400.0,0.045,3.00265
K2-66 b,2.49,21.3,2016,5887.0,1372.0,0.05983,5.06963
K2-79 b,4.09,9.2,2016,5897.0,1022.0,0.0988,10.9947
K2-97 b,13.45077684,174.48779544,2016,4673.0,1566.0,0.0854,8.407115
K2-98 b,4.3,32.2,2016,6120.0,1102.0,0.0943,10.13675
K2-98 b,5.06645928,34.00763955,2016,6260.0,1185.0,0.0986,10.1367349
K2-99 b,11.88151954,276.51071409,2016,6069.0,1184.0,0.153,18.24783
KELT-10 b,15.681391,215.80657,2016,5948.0,1377.0,0.0525,4.1662739
KELT-11 b,15.35633,61.97685,2017,5370.0,1712.0,0.06229,4.736529
KELT-11 b,15.13212395,65.15482343,2017,5375.0,1712.0,0.0623,4.73620865
KELT-12 b,19.95202,301.9385,2017,6279.0,1800.0,0.06708,5.031623
KELT-14 b,17.03768,380.12468,2016,5802.0,1904.0,0.02956,1.7100588
KELT-14 b,19.537287,408.09372,2016,5720.0,1970.0,0.03005,1.7100566
KELT-15 b,16.174587,289.2253,2016,6003.0,1642.0,0.04613,3.329441
KELT-16 b,15.860735,874.0325,2017,6236.0,2453.0,0.02044,0.9689951
KELT-17 b,17.093725,416.3573,2016,7454.0,2087.0,0.04881,3.0801716
KELT-18 b,17.59813,375.0394,2017,6670.0,2085.0,0.0455,2.8717518
KELT-19 A b,21.40919,1293.5681,2017,7500.0,1935.0,0.0637,4.6117093
KELT-20 b,20.51247,5403.11,2017,8980.0,2260.0,0.057,3.474119
KELT-20 b,19.514869,1074.90106,2017,8720.0,2262.0,0.0542,3.4741085
KELT-21 b,17.777474,1242.7153,2018,7598.0,2051.0,0.05224,3.6127647
KELT-23 A b,14.829507,298.12454,2019,5899.0,1561.0,0.03302,2.255251
KELT-24 b,15.24421375,1334.8793094,2019,6415.0,1473.0,0.067,5.55149
KELT-24 b,12.71098411,1458.83238813,2019,6426.0,1391.0,0.0665,5.55149296
KELT-24 b,14.257848,1646.3594,2019,6509.0,1459.0,0.06969,5.5514926
KELT-3 b,15.076,469.415,2013,6306.0,1816.0,0.04122,2.7033904
KELT-4 A b,19.044091,286.68266,2016,6206.0,1823.0,0.04317,2.9895932
KELT-6 b,13.372,136.661,2014,6102.0,1313.0,0.07939,7.8457
KELT-7 b,17.183397,406.8224,2015,6789.0,2048.0,0.04415,2.7347749
KELT-8 b,20.84874,275.55861,2015,5754.0,1675.0,0.04571,3.24406
KELT-9 b,21.196219,915.3504,2017,10170.0,4050.0,0.03462,1.4811235
KOI-1257 b,10.54,460.83,2014,5520.0,511.0,0.382,86.647661
KOI-13 b,16.948008,2949.4624,2011,7650.0,2550.0,0.03641,1.763588
KOI-3680 b,11.09691,613.4119,2018,5830.0,347.0,0.534,141.241671
KOI-4777.01,0.51,99.2,2022,3515.0,1180.0,0.008,0.412
KOI-94 b,1.71,10.5,2013,6182.0,1486.0,0.05119,3.743208
KOI-94 c,4.32,15.6,2013,6182.0,1012.0,0.1013,10.423648
KOI-94 d,11.27,106.0,2013,6182.0,806.0,0.1684,22.342989
KOI-94 e,6.56,35.0,2013,6182.0,584.0,0.3046,54.32031
KPS-1 b,11.54527,346.4347,2018,5165.0,1459.0,0.0269,1.706291
Kepler-10 b,1.416,4.56,2011,5627.0,1833.0,0.01684,0.837495
Kepler-10 b,1.4807089,4.608535,2011,5627.0,2130.0,0.0172,0.837491
Kepler-10 b,1.47,3.24,2011,5708.0,2188.0,0.01685,0.8374907
Kepler-10 b,1.47,3.26,2011,5708.0,2188.0,0.01685,0.8374907
Kepler-10 b,1.46,4.6,2011,5643.0,2160.0,0.01687,0.8374912
Kepler-10 b,1.47,3.33,2011,5708.0,2169.0,0.01685,0.8374907
Kepler-10 c,2.355,11.29,2011,5708.0,579.0,0.241,45.294301
Kepler-10 c,2.227,20.0,2011,5627.0,485.0,0.2407,45.29485
Kepler-10 c,2.355,11.4,2011,5708.0,578.0,0.241,45.294301
Kepler-101 b,5.77,51.1,2014,5667.0,1513.0,0.0474,3.4876812
Kepler-101 c,1.25,3.78,2014,5667.0,1413.0,0.0684,6.02976
Kepler-102 b,0.46,1.1,2014,4909.0,857.0,0.05521,5.286965
Kepler-102 c,0.567,1.7,2014,4909.0,777.0,0.06702,7.071392
Kepler-102 d,1.154,3.0,2014,4909.0,686.0,0.08618,10.311767
Kepler-102 e,2.17,4.7,2013,4909.0,590.0,0.1162,16.1456994
Kepler-102 f,0.861,4.3,2014,4909.0,495.0,0.1656,27.453592
Kepler-103 b,3.486,9.8,2014,6009.0,973.0,0.13223,15.9653287
Kepler-103 c,5.45,38.0,2014,6009.0,434.0,0.6639,179.60978
Kepler-107 b,1.536,3.8,2014,5854.0,1592.0,0.04544,3.1800218
Kepler-107 b,1.536,3.51,2014,5854.0,1593.0,0.04544,3.1800218
Kepler-107 c,1.597,9.39,2014,5854.0,1379.0,0.06064,4.901452
Kepler-107 c,1.597,10.0,2014,5854.0,1378.0,0.06064,4.901452
Kepler-107 d,0.86,3.8,2014,5854.0,1173.0,0.08377,7.95839
Kepler-107 d,0.86,7.7,2014,5854.0,1173.0,0.08377,7.95839
Kepler-107 e,2.903,8.6,2014,5854.0,955.0,0.12639,14.749143
Kepler-107 e,2.903,14.1,2014,5854.0,955.0,0.12638,14.749143
Kepler-109 b,2.49,4.9,2014,5950.0,1276.0,0.0701,6.4816307
Kepler-109 c,2.65,8.2,2014,5950.0,859.0,0.1546,21.22265
Kepler-111 c,7.0840758,222.4798849,2014,5914.0,352.2,0.751,224.77833
Kepler-117 b,8.059,29.875,2014,6150.0,984.0,0.1445,18.7959228
Kepler-117 c,12.341,584.78,2014,6150.0,704.0,0.2804,50.790391
Kepler-12 b,19.660586,137.30256,2011,5947.0,1480.0,0.0553,4.4379629
Kepler-12 b,19.122554,136.6669,2011,5947.0,1485.0,0.0555,4.4379637
Kepler-138 b,0.64,0.07,2014,3841.0,452.0,0.0753,10.3134
Kepler-138 c,1.51,2.3,2014,3841.0,410.0,0.0913,13.7815
Kepler-138 d,1.51,2.1,2014,3841.0,345.0,0.1288,23.0923
Kepler-14 b,12.621334,2440.9344,2011,6395.0,1605.0,0.0771,6.790123
Kepler-15 b,14.448401,221.20968,2011,5595.0,1251.0,0.0583,4.942782
Kepler-1514 b,12.419572,1678.1424,2016,6145.0,387.9,0.753,217.83184
Kepler-1654 b,9.180171,158.915,2018,5597.0,206.0,2.026,1047.8356
Kepler-1655 b,2.213,5.4,2018,6148.0,938.0,0.1029,11.8728787
Kepler-1656 b,5.02,48.6,2018,5731.0,651.0,0.197,31.578659
Kepler-1661 b,3.87,17.0,2020,5100.0,243.0,0.633,175.06
Kepler-167 e,10.16,321.00669107,2016,4884.0,134.4,1.883,1071.23205
Kepler-17 b,14.68,778.65,2011,5781.0,1570.0,0.02591,1.4857108
Kepler-17 b,14.68379,743.7222,2011,5781.0,1712.0,0.02605,1.4857108
Kepler-1704 b,11.94877343,1322.16617312,2013,5746.0,253.8,2.027,988.88112
Kepler-1876 b,0.853,2.4,2021,6104.0,1299.0,0.0758,6.99205
Kepler-19 b,2.209,6.1,2011,5541.0,851.0,0.0846,9.28699
Kepler-20 b,1.773,9.7,2011,5495.0,1187.0,0.04565,3.6961049
Kepler-20 b,1.868,9.7,2011,5495.0,1105.0,0.0463,3.69611525
Kepler-20 b,1.91,8.7,2011,5455.0,1014.0,0.04537,3.6961219
Kepler-20 c,3.07,16.1,2011,5455.0,713.0,0.093,10.854092
Kepler-20 c,3.047,12.75,2011,5495.0,772.0,0.0949,10.85409089
Kepler-20 c,2.894,11.1,2011,5495.0,828.0,0.0936,10.8540774
Kepler-20 d,2.744,10.07,2011,5495.0,401.0,0.3506,77.61130017
Kepler-20 d,2.75,20.1,2011,5455.0,369.0,0.3453,77.61184
Kepler-20 d,2.606,13.4,2011,5495.0,430.0,0.3474,77.611455
Kepler-20 e,0.821,0.76,2011,5495.0,1004.0,0.0637,6.0984882
Kepler-20 f,0.952,1.4,2011,5495.0,681.0,0.1387,19.578328
Kepler-21 b,1.639,5.08,2012,6305.0,2025.0,0.0427172,2.78578
Kepler-21 b,1.6354,10.4,2012,6131.0,1956.0,0.042507,2.785755
Kepler-21 b,1.639,7.5,2012,6305.0,2015.0,0.0434,2.7858212
Kepler-22 b,2.1,9.1,2011,5596.0,279.0,0.812,289.863876
Kepler-22 b,2.38,36.0,2011,5518.0,262.0,0.849,289.8623
Kepler-323 b,1.381,3.9,2014,6004.0,1838.0,0.02778,1.678328
Kepler-323 c,1.57,6.8,2014,6004.0,1431.0,0.0458,3.5538229
Kepler-36 b,1.486,4.45,2012,5911.0,978.0,0.1153,13.83989
Kepler-36 c,3.679,8.08,2012,5911.0,928.0,0.1283,16.23855
Kepler-37 b,0.3098,0.79,2013,5357.0,718.0,0.1019,13.36702
Kepler-37 c,0.755,1.3,2013,5357.0,615.0,0.139,21.301848
Kepler-37 d,2.03,2.0,2013,5357.0,499.0,0.2109,39.7922622
Kepler-38 b,4.3,122.0,2012,5623.0,475.0,0.4632,105.599
Kepler-39 b,12.240228,5689.157,2011,6260.0,851.0,0.1539,21.087168
Kepler-39 b,13.68,5720.7,2011,6260.0,905.0,0.155,21.0874
Kepler-39 b,13.9,6388.1,2011,6350.0,897.0,0.164,21.08721
Kepler-4 b,4.124912,23.83725,2009,5857.0,1620.0,0.0449,3.213658
Kepler-4 b,4.002,24.472,2009,5857.0,1650.0,0.0456,3.21346
Kepler-40 b,13.11,699.2,2010,6510.0,1620.0,0.08,6.87349
Kepler-40 b,16.14096,686.5128,2010,6510.0,1744.0,0.0802,6.8731697
Kepler-40 b,14.23543,673.7996,2010,6510.0,1666.0,0.0795,6.87349
Kepler-409 b,1.199,6.0,2014,5421.0,438.0,0.3192,68.9583216
Kepler-41 b,9.550068,156.69019,2011,5660.0,1554.0,0.02895,1.8555588
Kepler-41 b,14.46,177.98,2011,5750.0,1790.0,0.03101,1.8555582
Kepler-41 b,11.65736,177.9848,2011,5620.0,1770.0,0.02396,1.8555577
Kepler-41 b,9.98,174.8,2011,5620.0,1730.0,0.03,1.855558
Kepler-412 b,15.031269,299.07803,2014,5750.0,1850.0,0.02897,1.7208604
Kepler-423 b,13.361,189.101,2014,5560.0,1605.0,0.03585,2.6843285
Kepler-425 b,10.962,79.45,2014,5170.0,1070.0,0.0464,3.79701816
Kepler-426 b,12.22,108.06,2014,5725.0,1300.0,0.0414,3.21751883
Kepler-427 b,13.79,92.17,2014,5800.0,1100.0,0.091,10.290994
Kepler-428 b,12.11,403.63,2014,5150.0,1070.0,0.0433,3.52563254
Kepler-43 b,12.498035,982.0947,2011,6041.0,1603.0,0.044,3.0240933
Kepler-43 b,13.0,994.77,2011,6050.0,1628.0,0.0444,3.02409309
Kepler-43 b,13.663771,1026.5909,2011,6041.0,1620.0,0.046,3.0240949
Kepler-43 b,13.45,1026.55,2011,6041.0,1637.0,0.0449,3.024095
Kepler-433 b,16.25,896.24,2015,6360.0,1776.0,0.0679,5.33408384
Kepler-434 b,12.67,908.96,2015,5977.0,1000.0,0.1143,12.8747099
