pl_name,pl_rade,pl_bmasse,disc_year,st_teff,pl_eqt,pl_orbsmax,pl_orbper
Kepler-435 b,22.31,266.97,2015,6161.0,1729.0,0.0948,8.6001536
Kepler-44 b,13.9,324.17,2011,5757.0,1603.0,0.0455,3.24674
Kepler-44 b,12.22,317.82,2011,5800.0,1544.0,0.0446,3.2467293
Kepler-44 b,13.4508,327.3649,2011,5757.0,1568.0,0.0457,3.246722
Kepler-45 b,10.76,160.497,2011,3820.0,1000.0,0.03,2.455239
Kepler-45 b,11.197791,158.915,2011,3820.0,787.0,0.02954,2.45524122
Kepler-454 b,2.37,5.4,2015,5687.0,916.0,0.09528,10.5737534
Kepler-46 b,9.057,1907.0,2012,5155.0,543.0,0.1968,33.60134
Kepler-5 b,16.04,671.864,2009,6297.0,1868.0,0.05064,3.54846
Kepler-5 b,15.984034,670.93913,2009,6297.0,1750.0,0.0538,3.5484657
Kepler-5 b,13.56289,648.3732,2009,6297.0,1692.0,0.04967,3.548469
Kepler-51 b,7.1,2.1,2012,6018.0,543.0,0.2514,45.154
Kepler-51 c,9.0,4.0,2012,6018.0,439.0,0.384,85.312
Kepler-51 d,9.7,7.6,2014,6018.0,381.0,0.509,130.194
Kepler-538 b,2.215,10.6,2016,5547.0,380.0,0.4669,81.73778
Kepler-538 b,2.215,12.9,2016,5534.0,417.0,0.3554,81.73778
Kepler-539 b,8.373123,308.2951,2016,5820.0,387.6,0.4988,125.63243
Kepler-553 b,4.74139884,116.00736855,2016,5191.0,1089.0,0.04766,4.030467
Kepler-553 c,11.57887706,2129.4503269,2016,5191.0,251.0,0.898,328.24017
Kepler-6 b,14.83,212.619,2009,5647.0,1500.0,0.04567,3.234723
Kepler-6 b,13.103321,201.18639,2009,5647.0,1451.0,0.04438,3.234702
Kepler-6 b,14.616536,212.31044,2009,5647.0,1460.0,0.04852,3.2346996
Kepler-62 b,1.31,9.0,2013,4925.0,750.0,0.0553,5.714932
Kepler-62 c,0.54,4.0,2013,4925.0,578.0,0.0929,12.4417
Kepler-62 d,1.95,14.0,2013,4925.0,510.0,0.12,18.16406
Kepler-62 e,1.61,36.0,2013,4925.0,270.0,0.427,122.3874
Kepler-62 f,1.41,35.0,2013,4925.0,208.0,0.718,267.291
Kepler-68 b,2.357,8.03,2013,5847.0,1275.0,0.06135,5.39875259
Kepler-68 b,2.31,8.3,2013,5793.0,1280.0,0.0617,5.398763
Kepler-68 c,0.979,1.3,2013,5847.0,1052.0,0.09008,9.605027
Kepler-7 b,16.567,137.615,2009,5933.0,1540.0,0.06224,4.885525
Kepler-7 b,18.483641,143.97699,2009,5933.0,1619.0,0.06324,4.8854922
Kepler-7 b,18.180998,140.16303,2009,5933.0,1630.0,0.06067,4.8854892
Kepler-7 b,17.956818,135.07775,2009,5933.0,1621.0,0.0613,4.8854948
Kepler-74 b,10.76,200.22,2013,6000.0,1078.0,0.0781,7.340711
Kepler-74 b,14.8,216.12,2013,6050.0,1250.0,0.084,7.340718
Kepler-75 b,11.55,3146.4,2013,5330.0,850.0,0.08,8.884924
Kepler-75 b,11.77,3209.9,2013,5200.0,767.0,0.0818,8.8849116
Kepler-76 b,15.24424,638.8383,2013,6409.0,2140.0,0.0274,1.5449298
Kepler-77 b,10.761,136.661,2013,5520.0,1440.0,0.04501,3.57878087
Kepler-78 b,1.201,1.68,2013,5058.0,2223.0,0.00901,0.35500745
Kepler-8 b,15.906,191.643,2010,6213.0,1764.0,0.0483,3.52254
Kepler-8 b,15.479629,187.5197,2010,6213.0,1662.0,0.0485,3.5225047
Kepler-8 b,15.871944,187.5197,2010,6213.0,1680.0,0.0474,3.5224991
Kepler-849 b,8.08167508,298.75870258,2016,5950.0,362.7,1.137,394.62508
Kepler-87 b,13.49,324.2,2013,5600.0,478.0,0.481,114.73635
Kepler-87 c,6.14,6.4,2013,5600.0,403.0,0.676,191.2318
Kepler-91 b,15.322703,257.4423,2013,4550.0,2040.0,0.0731,6.24658
Kepler-93 b,1.478,4.02,2014,5655.0,1037.0,0.053,4.72673978
Kepler-93 b,1.478,4.66,2014,5669.0,1133.0,0.05343,4.72673978
L 168-9 b,1.63,4.07,2020,3842.0,998.0,0.0208,1.40152604
L 168-9 b,1.39,4.6,2020,3800.0,965.0,0.02091,1.4015
L 98-59 b,0.85,0.4,2019,3415.0,627.0,0.02191,2.2531136
L 98-59 b,0.8,1.01,2019,3412.0,610.0,0.02282,2.2531
L 98-59 c,1.385,2.22,2019,3415.0,553.0,0.0304,3.6906777
L 98-59 c,1.35,2.42,2019,3412.0,517.0,0.0317,3.6904
L 98-59 d,1.57,2.31,2019,3412.0,409.0,0.0506,7.4512
L 98-59 d,1.521,1.94,2019,3415.0,416.0,0.0486,7.4507245
LHS 1140 b,1.727,6.98,2017,3216.0,235.0,0.0936,24.736959
LHS 1140 b,1.635,6.38,2017,2988.0,378.9,0.0957,24.73694
LHS 1140 b,1.43,6.65,2017,3131.0,230.0,0.0875,24.73712
LHS 1140 b,1.73,5.6,2017,3096.0,226.0,0.0946,24.73723
LHS 1140 c,1.282,1.81,2018,3216.0,438.0,0.02675,3.777931
LHS 1140 c,1.169,1.76,2018,2988.0,708.9,0.02734,3.77792
LHS 1140 c,1.272,1.91,2018,3096.0,422.0,0.027,3.77794
LHS 1478 b,1.242,2.33,2021,3381.0,595.0,0.01848,1.9495378
LHS 1815 b,1.088,8.7,2020,3643.0,617.0,0.0404,3.81433
LP 714-47 b,4.7,30.8,2020,3950.0,700.0,0.0417,4.052037
LP 791-18 c,2.438,7.1,2019,2960.0,324.4,0.02961,4.9899093
LP 791-18 d,1.032,0.9,2023,2960.0,395.5,0.01992,2.753436
LP 890-9 b,1.32,13.2,2022,2850.0,396.0,0.01875,2.7299025
LP 890-9 c,1.367,25.3,2022,2850.0,272.0,0.03984,8.457463
LTT 1445 A b,1.305,2.87,2019,3340.0,424.0,0.03813,5.3587657
LTT 1445 A b,1.38,2.2,2019,3337.0,433.0,0.03807,5.35882
LTT 1445 A c,1.147,1.54,2022,3340.0,508.0,0.02661,3.1239035
LTT 3780 b,1.35,2.34,2020,3360.0,1000.0,0.01203,0.768377
LTT 3780 b,1.332,2.62,2020,3331.0,892.0,0.01211,0.768448
LTT 3780 b,1.325,2.46,2020,3358.0,903.0,0.01195,0.76837931
LTT 3780 c,2.3,8.6,2020,3331.0,353.0,0.07673,12.2519
LTT 3780 c,2.42,6.29,2020,3360.0,397.0,0.0762,12.252131
LTT 3780 c,2.39,8.04,2020,3358.0,359.0,0.0757,12.252284
LTT 9779 b,4.72,29.32,2020,5443.0,1978.0,0.01679,0.792052
MASCARA-1 b,16.8135,1175.971,2017,7554.0,2570.0,0.043,2.14878
MASCARA-4 b,17.14977,985.273,2020,7800.0,2100.0,0.047,2.82406
MASCARA-4 b,16.98160576,532.36258173,2020,7800.0,2250.0,0.0474,2.8240932
NGTS-1 b,14.90797,258.07796,2017,3916.0,790.0,0.0326,2.647298
NGTS-10 b,13.506845,687.14846,2020,4600.0,1332.0,0.0143,0.7668944
NGTS-11 b,9.157753,109.33352,2020,5050.0,435.0,0.201,35.45533
NGTS-12 b,11.747032,66.10864,2020,5690.0,1257.0,0.0757,7.532806
NGTS-13 b,12.800678,1538.2972,2021,5819.0,1605.0,0.0549,4.119027
NGTS-14 A b,4.976796,29.24036,2021,5187.0,1143.0,0.0403,3.5357173
NGTS-15 b,12.32987877,238.68913366,2021,5600.0,1146.0,0.0441,3.27623
NGTS-16 b,14.57167491,211.99154747,2021,5550.0,1177.0,0.0523,4.84532
NGTS-17 b,13.89913607,242.82090295,2021,5650.0,1457.0,0.0391,3.24253
NGTS-18 b,13.56286665,129.99181846,2021,5610.0,1381.0,0.0448,3.05125
NGTS-2 b,17.878355,235.1942,2018,6478.0,1468.0,0.063,4.511164
NGTS-20 b,11.99360935,947.12865286,2022,5980.0,688.0,0.313,54.18915
NGTS-21 b,14.90794433,750.07504052,2022,4660.0,1357.0,0.0236,1.5433897
NGTS-23 b,14.20177855,194.82881349,2022,6057.0,1327.0,0.0504,4.0764326
NGTS-24 b,13.60770257,165.27077164,2022,5820.0,1499.0,0.0479,3.4678796
NGTS-25 b,11.46678726,203.09235207,2022,5321.0,1101.0,0.0388,2.823093
NGTS-26 b,14.88552637,92.80589484,2024,5550.0,1331.0,0.049,4.5199279
NGTS-27 b,15.64773706,188.47224535,2024,5700.0,1783.0,0.0446,3.3704181
NGTS-30 b,10.40193409,305.11527072,2024,5455.0,500.0,0.408,98.29838
NGTS-33 b,18.38272835,1153.71711741,2024,7437.0,1991.0,0.048,2.827972
NGTS-4 b,3.18,20.6,2019,5143.0,1650.0,0.019,1.3373508
NGTS-5 b,12.733424,72.78307,2019,4987.0,952.0,0.0382,3.3569866
NGTS-6 b,14.863134,425.57437,2019,4730.0,1283.9,0.01677,0.882059
NGTS-8 b,12.21781,295.5819,2019,5241.0,1345.0,0.035,2.4997
NGTS-9 b,11.99363,921.707,2019,6330.0,1448.0,0.058,4.43527
OGLE-TR-10 b,19.27948,216.1244,2004,6075.0,1702.0,0.04516,3.101278
OGLE-TR-111 b,11.332299,174.8065,2004,5044.0,1019.0,0.04676,4.0144477
OGLE-TR-111 b,12.072093,171.6282,2004,5044.0,1034.0,0.04651,4.0144479
OGLE-TR-113 b,12.195392,390.9309,2004,4790.0,1342.0,0.02265,1.43247425
OGLE-TR-113 b,12.453199,394.1092,2004,4804.0,1355.0,0.02278,1.4324757
OGLE-TR-132 b,13.45,375.02,2004,6210.0,2013.0,0.03035,1.689868
OGLE-TR-132 b,13.775861,371.8611,2004,6210.0,1991.0,0.03026,1.68986531
OGLE-TR-132 b,14.01125,371.8611,2004,6210.0,2017.0,0.03029,1.689868
OGLE-TR-182 b,16.47723,336.8998,2007,5924.0,1550.0,0.05205,3.9791
OGLE-TR-211 b,14.145758,238.3725,2007,6325.0,1686.0,0.05105,3.67724
OGLE-TR-56 b,15.278,441.77,2002,6050.0,2212.0,0.02383,1.2119189
OGLE-TR-56 b,13.4508,413.179,2002,6119.0,2140.0,0.02386,1.211909
OGLE-TR-56 b,19.436406,448.1403,2002,6119.0,2482.0,0.02453,1.21191096
OGLE2-TR-L9 b,18.304297,1398.452,2008,6933.0,2034.0,0.04047,2.48553417
OGLE2-TR-L9 b,18.091326,1379.3822,2008,6933.0,2039.0,0.0404,2.485533
PDS 70 b,14.5717,2542.64,2018,3972.0,1200.0,22.0,43500.0
PH1 b,6.18,169.0,2012,6407.0,481.0,0.652,138.317
PH2 b,9.33708092,87.08498352,2013,5734.0,295.1,0.833,282.52542
Qatar-1 b,12.800678,410.95419,2010,4910.0,1388.0,0.02313,1.42002586
Qatar-1 b,13.22662,422.7139,2010,4910.0,1389.0,0.02343,1.42002504
Qatar-1 b,12.811887,411.27202,2010,5013.0,1418.0,0.02332,1.4200242
Qatar-10 b,17.295487,233.92288,2019,6124.0,1955.0,0.0286,1.645321
Qatar-2 b,14.056,792.635,2011,4645.0,1344.0,0.02153,1.33711647
Qatar-2 b,12.823,790.41,2011,4645.0,1292.0,0.02149,1.3371182
Qatar-3 b,12.285064,1369.8473,2017,6007.0,1681.0,0.03783,2.5079204
Qatar-4 b,12.722215,1938.763,2017,5215.0,1385.0,0.02803,1.8053564
Qatar-5 b,12.408363,1373.0256,2017,5747.0,1415.0,0.04127,2.8792319
Qatar-6 b,11.903958,212.31044,2017,5052.0,1006.0,0.0423,3.506195
Qatar-7 b,19.0553,597.5204,2019,6387.0,2053.0,0.0352,2.032046
Qatar-8 b,14.403565,117.91493,2019,5738.0,1457.0,0.0474,3.71495
Qatar-9 b,11.309881,378.2177,2019,4309.0,1134.0,0.0234,1.540731
TIC 139270665 b,7.22979255,147.15455244,2024,5844.0,703.0,0.163,23.624
TIC 237913194 b,12.520453,617.22586,2020,5788.0,974.0,0.1207,15.168865
TIC 393818343 b,12.18416202,1379.37528638,2024,5756.0,805.5,0.1291,16.24921
TIC 46432937 b,13.31626907,1017.0509024,2024,3572.0,872.0,0.02065,1.44044527
TIC 4672985 b,11.5004142,4049.13390518,2024,5757.0,517.2,0.33,69.048
TOI-1052 b,2.87,16.9,2023,6146.0,1135.0,0.09103,9.139703
TOI-1062 b,2.265,10.15,2021,5328.0,1077.0,0.052,4.11296
TOI-1064 b,2.587,13.5,2022,4734.0,784.0,0.06152,6.443868
TOI-1064 c,2.651,2.5,2022,4734.0,634.0,0.09429,12.226574
TOI-1075 b,1.791,9.95,2022,3875.0,1323.0,0.01159,0.6047328
TOI-1107 b,14.57167491,1064.72516345,2022,6311.0,1728.0,0.0561,4.0782387
TOI-1130 b,3.66,19.8,2020,4360.0,825.0,0.0453,4.074554
TOI-1130 b,3.56,19.28,2020,4350.0,632.17,0.04457,4.07445
TOI-1130 c,13.0,336.0,2020,4360.0,650.0,0.0731,8.3501898
TOI-1130 c,16.8135,309.56642,2020,4250.0,637.0,0.07098,8.350381
TOI-1130 c,13.32,325.69,2020,4350.0,497.7,0.07191,8.350231
TOI-1135 b,9.02,51.42,2024,6122.0,1198.9,0.082,8.02773
TOI-1136 b,1.9,31.0,2022,5805.0,1216.0,0.0514,4.17278
TOI-1136 c,2.76948277,7.6,2022,5805.0,965.39,0.067,6.2569
TOI-1136 d,4.62115423,12.3,2022,5805.0,766.21,0.107,12.51861
TOI-1136 e,2.5456702,24.0,2022,5805.0,669.11,0.14,18.80693
TOI-1136 f,3.73591482,32.0,2022,5805.0,598.11,0.175,26.317822
TOI-1136 g,2.53,12.2,2022,5805.0,574.0,0.23,39.5387
TOI-1173 b,9.01941098,28.3,2024,5415.0,868.95,0.071,7.06456
TOI-1173 b,9.19,27.4,2024,5350.0,868.0,0.0696,7.06466
TOI-1174 b,2.5064654,32.0,2024,5158.0,713.83,0.08,8.953458
TOI-1180 b,3.03617429,10.0,2024,4804.0,638.18,0.082,9.686753
TOI-1181 b,16.1966394,377.0,2022,6046.0,1942.12,0.0364,2.10319365
TOI-1184 b,2.40974309,6.8,2024,4617.0,715.47,0.056,5.748432
TOI-1194 b,8.71664516,120.0,2023,5394.0,1264.29,0.034,2.3106446
TOI-1194 b,8.5972882,144.92975359,2023,5446.0,1391.0,0.03428,2.310644
TOI-1199 b,10.5140239,75.96098927,2024,5710.0,1486.0,0.04988,3.671463
TOI-1201 b,2.415,6.28,2021,3476.0,703.0,0.0287,2.4919863
TOI-1221 b,2.91,1112.3994245,2023,5592.0,440.0,0.387,91.68278
TOI-1231 b,3.65,15.4,2021,3553.0,329.6,0.1288,24.245586
TOI-1235 b,1.694,5.9,2020,3997.0,775.0,0.03826,3.444717
TOI-1235 b,1.738,6.91,2020,3872.0,754.0,0.03845,3.444729
TOI-1244 b,2.37611439,6.6,2024,4722.0,714.86,0.061,6.4003
TOI-1246 b,3.01,8.1,2022,5151.0,955.0,0.049,4.30744
TOI-1246 c,2.51,8.8,2022,5151.0,860.0,0.061,5.904144
TOI-1246 c,2.45109846,9.1,2022,5213.0,862.49,0.061,5.904137
TOI-1246 d,3.51,5.3,2022,5151.0,586.0,0.131,18.6559
TOI-1246 d,3.43139739,5.4,2022,5213.0,587.77,0.132,18.654874
TOI-1246 e,3.78,14.8,2022,5151.0,462.0,0.211,37.9216
TOI-1246 e,3.5141875,14.5,2022,5213.0,463.98,0.212,37.92548
TOI-1248 b,6.8084859,27.4,2024,5205.0,952.09,0.051,4.3601561
TOI-1249 b,3.2710301,11.9,2024,5497.0,726.89,0.109,13.079151
TOI-125 b,2.726,9.5,2019,5320.0,1037.0,0.05186,4.65382
TOI-125 c,2.759,6.63,2019,5320.0,827.8,0.0814,9.15059
TOI-125 d,2.93,13.6,2020,5320.0,638.1,0.137,19.98
TOI-1259 A b,11.45557828,140.16232749,2021,4775.0,963.0,0.0407,3.477978
TOI-1260 b,2.34,8.6,2021,4227.0,860.0,0.0366,3.12748
TOI-1260 b,2.41,8.56,2021,4227.0,871.0,0.0367,3.127463
TOI-1260 c,2.76,13.2,2021,4227.0,651.0,0.0657,7.493134
TOI-1260 c,2.82,11.8,2021,4227.0,643.0,0.0656,7.49325
TOI-1260 d,3.12,11.84,2022,4227.0,499.0,0.1116,16.608164
TOI-1266 b,2.52,4.46,2020,3563.0,415.0,0.073,10.8945
TOI-1266 b,2.62,4.23,2020,3618.0,425.0,0.0728,10.894841
TOI-1266 b,2.458,15.9,2020,3573.0,410.0,0.0745,10.894879
TOI-1266 b,2.37,13.5,2020,3600.0,413.0,0.0736,10.894843
TOI-1266 c,1.673,6.4,2020,3573.0,347.1,0.1037,18.80152
TOI-1266 c,1.56,2.2,2020,3600.0,344.0,0.1058,18.80151
TOI-1266 c,2.13,2.88,2020,3618.0,354.0,0.1047,18.801611
TOI-1266 c,1.98,3.17,2020,3563.0,346.0,0.105,18.8027
TOI-1268 b,9.1,96.4,2022,5300.0,918.9,0.0711,8.1577094
TOI-1269 b,2.40144286,6.4,2024,5499.0,1004.9,0.0496,4.2529913
TOI-1272 b,4.14,24.6,2022,4985.0,961.0,0.0412,3.31599
TOI-1272 b,4.13204907,27.0,2022,5065.0,975.0,0.0417,3.31599
TOI-1273 b,11.09689089,70.55790635,2024,5690.0,1211.0,0.0549,4.631296
TOI-1279 b,2.66146528,10.6,2024,5457.0,759.0,0.085,9.61419
TOI-1288 b,4.96846551,44.1,2022,5388.0,1203.44,0.0374,2.6998279
TOI-1294 b,10.12369881,63.9,2024,5718.0,1392.74,0.051,3.915292
TOI-1295 b,15.69257298,451.31633794,2024,6280.0,2360.0,0.047,3.1968838
TOI-1296 b,14.11645916,95.3,2021,5567.0,1414.84,0.051,3.9443736
TOI-1296 b,13.79825524,94.71286529,2021,5603.0,1562.0,0.0497,3.9443715
TOI-1298 b,9.42675277,113.14691289,2021,5889.0,1388.0,0.059,4.537164
TOI-1298 b,9.65807033,99.0,2021,5752.0,1278.0,0.057,4.537143
TOI-132 b,3.42,22.4,2020,5397.0,1395.0,0.026,2.1097019
TOI-1333 b,15.647764,753.2571,2021,6274.0,1679.0,0.0626,4.720219
TOI-1347 b,1.81434694,12.2,2024,5493.0,1698.5,0.0171,0.84742431
TOI-1347 c,1.67761121,9.0,2024,5493.0,950.08,0.0546,4.841968
TOI-1386 b,6.2163865,45.8,2024,5735.0,615.03,0.173,25.8401
TOI-1386 b,6.05284958,47.03860424,2024,5793.0,676.4,0.1732,25.83839
TOI-1410.01,3.10083009,12.5,2024,4635.0,1236.7,0.0207,1.21687
TOI-1411 b,1.19880592,2.0,2022,4115.0,976.4,0.02122,1.4520527
TOI-1416 b,1.62,3.48,2023,4884.0,1517.0,0.019,1.0697568
TOI-1420 b,11.89,25.1,2023,5510.0,957.0,0.071,6.9561063
TOI-1422 b,3.93681551,12.1,2022,5811.0,789.51,0.108,12.9967
TOI-1422 b,3.96,9.0,2022,5840.0,867.0,0.108,12.9972
TOI-1431 b,16.70138124,991.62462984,2021,7690.0,2370.0,0.046,2.650237
TOI-1437 b,2.43471042,10.4,2024,5986.0,794.23,0.139,18.84078
TOI-1439 b,4.2427861,38.5,2024,5841.0,748.4,0.192,27.644
TOI-1443 b,2.30381001,30.0,2024,5224.0,520.66,0.147,23.540678
TOI-1444 b,1.41792246,3.58,2021,5460.0,2130.02,0.0116,0.4702743
TOI-1448 b,2.749,19.5,2024,3412.0,426.0,0.0567,8.112245
TOI-1451 b,2.61143902,15.2,2024,5801.0,723.33,0.127,16.537944
TOI-1452 b,1.672,4.82,2022,3185.0,326.0,0.061,11.06201
TOI-1467 b,1.6759955,9.0,2024,3776.0,506.07,0.0495,5.97199
TOI-1468 b,1.401,3.04,2022,3376.0,683.5,0.02107,1.8805201
TOI-1468 c,2.126,4.1,2022,3376.0,338.1,0.08608,15.532477
TOI-1470 b,2.18,7.32,2023,3709.0,734.0,0.0285,2.527093
TOI-1470 c,2.47,7.24,2023,3709.0,373.0,0.106,18.08816
TOI-1472 b,4.15964583,16.5,2024,5133.0,811.14,0.065,6.36381
TOI-1478 b,11.88154,270.47333,2021,5597.0,918.0,0.0903,10.180249
TOI-150.01,14.067295,797.7533,2019,6255.0,1404.5,0.07037,5.857487
TOI-150.01,15.46842,556.2025,2019,6003.0,1493.0,0.0583,5.857342
TOI-1518 b,21.01683881,731.0053361,2021,7300.0,2492.0,0.0389,1.902603
TOI-157 b,14.414774,375.0394,2020,5404.0,1588.0,0.03138,2.0845435
TOI-1601 b,14.19902343,387.0,2021,5982.0,1493.97,0.069,5.33175
TOI-1601 b,13.887951,314.6517,2021,5948.0,1619.0,0.06864,5.331751
TOI-163 b,16.690201,387.7526,2019,6495.0,1669.0,0.058,4.231306
TOI-1634 b,1.79,4.91,2021,3550.0,924.0,0.01545,0.989343
TOI-1634 b,1.749,10.14,2021,3472.0,920.0,0.0149,0.9893436
TOI-1669 c,2.2963977,13.0,2024,5497.0,1285.16,0.0376,2.6800535
TOI-1670 b,2.06,41.31769291,2022,6170.0,1062.0,0.103,10.98462
TOI-1670 c,11.06326395,200.23189641,2022,6170.0,684.0,0.249,40.74976
TOI-1685 b,1.459,3.43,2021,3461.0,1052.0,0.011557,0.6691416
TOI-1685 b,1.468,3.03,2021,3575.0,1062.0,0.01138,0.66913924
TOI-169 b,12.172974,251.40353,2020,5880.0,1715.0,0.03524,2.2554477
TOI-1691 b,3.56505068,14.6,2024,5642.0,703.49,0.126,16.7369
TOI-1694 b,5.3422266,31.3,2023,5058.0,943.19,0.045,3.770107
TOI-1695 b,1.9,6.36,2022,3690.0,698.0,0.033548,3.1342791
TOI-1696 b,3.24,56.6,2022,3168.0,533.0,0.0235,2.50031
TOI-1696 b,3.09,48.8,2022,3185.0,489.0,0.0229,2.500311
TOI-1710 b,5.20315158,22.4,2022,5684.0,602.99,0.166,24.283377
TOI-1710 b,5.15,18.4,2022,5730.0,730.0,0.164,24.283382
TOI-172 b,10.816685,1722.6386,2019,5645.0,1198.0,0.0914,9.47725
TOI-1723 b,3.29206019,10.4,2024,5743.0,782.98,0.114,13.72641
TOI-1728 b,5.05,26.78,2020,3980.0,767.0,0.0391,3.49151
TOI-1736 b,3.18175535,12.3,2023,5636.0,1099.79,0.073,7.073076
TOI-1736 b,3.05,11.9,2023,5670.0,1186.0,0.074,7.073091
TOI-1736 b,2.44,12.8,2023,5807.0,1076.0,0.074,7.073088
TOI-1742 b,2.36507598,9.7,2024,5815.0,694.09,0.154,21.269084
TOI-1749 b,1.39,57.0,2021,3985.0,831.0,0.0291,2.38839
TOI-1749 c,2.12,14.0,2021,3985.0,673.0,0.0443,4.4929
TOI-1749 d,2.52,15.0,2021,3985.0,533.0,0.0707,9.0497
TOI-1751 b,2.9507845,19.5,2024,5970.0,651.64,0.215,37.46852
TOI-1753 b,2.47852533,16.6,2024,5621.0,1005.43,0.059,5.3846104
TOI-1758 b,3.5573684,6.9,2024,5151.0,551.44,0.138,20.705127
TOI-1759 b,3.06,6.8,2022,3972.0,433.0,0.1176,18.849975
TOI-1759 b,3.12029598,15.0,2022,3930.0,387.96,0.115,18.85018
TOI-1759 b,3.14,10.8,2022,4065.0,443.0,0.1177,18.85019
TOI-1775 b,8.04728896,96.0,2024,5284.0,707.89,0.08,10.2405549
TOI-1776 b,1.21612741,1.4,2024,5785.0,1269.21,0.0378,2.799868
TOI-178 b,1.152,1.5,2021,4316.0,1040.0,0.02607,1.914558
TOI-178 c,1.669,4.77,2021,4316.0,873.0,0.037,3.23845
TOI-178 d,2.572,3.01,2021,4316.0,690.0,0.0592,6.5577
TOI-178 e,2.207,3.86,2021,4316.0,600.0,0.0783,9.961881
TOI-178 f,2.287,7.72,2021,4316.0,521.0,0.1039,15.231915
TOI-178 g,2.87,3.94,2021,4316.0,470.0,0.1275,20.7095
TOI-1789 b,16.14093221,222.4798849,2021,5991.0,1927.0,0.04882,3.208664
TOI-1794 b,3.29701268,8.7,2024,5631.0,992.91,0.082,8.765528
TOI-1798.01,2.38506569,6.5,2024,5106.0,734.31,0.074,8.02154
TOI-1798.02,1.39939037,5.6,2024,5106.0,1935.83,0.0107,0.4378146
TOI-1799 b,1.42238884,4.0,2024,5698.0,922.72,0.071,7.085738
TOI-1801 b,1.96061882,16.0,2023,3748.0,431.03,0.075,10.643985
TOI-1803 b,2.99,10.32,2025,4687.0,747.0,0.06,6.293287
TOI-1803 c,4.29,8.0,2025,4687.0,588.0,0.097,12.885779
TOI-1807 b,1.49681583,2.44,2021,4914.0,1694.1,0.0122,0.54937097
TOI-181 b,6.9559,46.1687,2023,4994.0,895.1,0.0539,4.532
TOI-1811 b,11.14172682,308.9292116,2023,4766.0,962.2,0.04389,3.7130765
TOI-1820 b,12.778238,731.0053361,2022,5734.0,1375.0,0.061,4.860674
TOI-1823 b,7.5406241,67.4,2024,4927.0,423.63,0.212,38.8
TOI-1824 b,2.7438269,16.0,2024,5165.0,528.67,0.151,22.808533
TOI-1836 b,8.00321222,38.45723725,2024,6380.0,966.0,0.1597,20.380799
TOI-1836 b,8.28055741,24.7,2024,6237.0,889.51,0.157,20.380845
TOI-1836 c,2.59987579,8.0,2024,6237.0,2007.6,0.03089,1.7727471
TOI-1842 b,12.3485023,89.4,2021,6039.0,1199.55,0.1,9.5739181
TOI-1853 b,3.46,73.2,2023,4985.0,1479.0,0.0213,1.2436258
TOI-1855 b,18.49481816,360.09958513,2024,5359.0,1701.0,0.02398,1.36414864
TOI-1898 b,9.39553231,129.0,2024,6241.0,674.54,0.269,45.52234
TOI-1899 b,12.89035,209.7678,2020,3841.0,362.0,0.1587,29.02
TOI-1899 b,11.09689089,212.94503269,2020,3926.0,378.0,0.1525,29.090312
TOI-1937 A b,13.97759893,638.83509807,2023,5814.0,2097.0,0.01932,0.94667944
TOI-1994 b,13.67495645,7024.0077947,2024,7700.0,2290.0,0.0613,4.0337142
TOI-2000 b,2.7,11.0,2023,5611.0,1488.0,0.04271,3.09833
TOI-2000 c,8.14,81.7,2023,5611.0,1038.0,0.0878,9.127055
TOI-201 b,11.298672,133.4886,2021,6394.0,759.0,0.3,52.97818
TOI-2010 b,11.81426566,408.7273314,2023,5929.0,400.2,0.5516,141.834025
TOI-2015 b,3.39,16.4,2023,3194.0,512.0,0.0301,3.348968
TOI-2015 b,3.309,9.2,2023,3297.0,530.9,0.029322,3.348237
TOI-2019 b,5.33275337,34.4,2024,5626.0,917.46,0.128,15.3444
TOI-2025 b,11.89272852,1144.1822652,2022,5977.0,1166.0,0.0892,8.8720982
TOI-2025 b,12.52043144,1398.4449908,2022,5880.0,1167.0,0.092,8.872078
TOI-2076 b,2.77062554,16.1,2021,5192.0,687.68,0.088,10.355096
TOI-2076 c,3.69441587,55.0,2021,5192.0,543.16,0.142,21.015327
TOI-2076 d,3.43087751,29.0,2021,5192.0,457.68,0.199,35.125686
TOI-2088 b,3.6831179,37.0,2024,5081.0,300.33,0.472,124.72997
TOI-2095 b,1.25,4.1,2023,3759.0,347.0,0.101,17.66484
TOI-2095 c,1.33,7.4,2023,3759.0,297.0,0.137,28.17232
TOI-2107 b,13.57407563,263.79757781,2024,5627.0,1397.0,0.03515,2.4545467
TOI-2109 b,15.098497,1595.49860314,2021,6540.0,3646.0,0.01791,0.67247414
TOI-2120 b,2.122,6.8,2024,3131.0,384.0,0.0377,5.7998164
TOI-2128 b,2.08874836,4.5,2024,5968.0,780.53,0.127,16.34136
TOI-2134 b,2.69,9.13,2023,4580.0,666.0,0.078,9.2292005
TOI-2134 c,7.27,41.89,2023,4580.0,306.0,0.371,95.5
TOI-2136 b,2.2,4.7,2022,3373.0,378.0,0.0533,7.851925
TOI-2136 b,2.19,6.37,2022,3342.0,395.0,0.057,7.851928
TOI-2136 b,2.09,15.0,2022,3366.0,403.0,0.054,7.85191
TOI-2141 b,3.05,24.0,2023,5659.0,722.0,0.133,18.26157
