pl_rade,pl_bmasse
15.177,285.717
13.597,288.26
16.297886,654.7298
15.871944,645.1949
14.68379,559.3808
17.37395,152.5584
18.819911,1042.4824
17.855937,665.21819
13.675,187.51
14.874343,750.39663
14.358729,726.55938
12.3,858.1
14.336311,89.31023
14.23543,88.9924
15.289076,396.96967
15.367539,409.68287
14.90797,386.48128
15.210613,393.15571
13.204202,310.51991
13.22662,298.7602
12.576498,167.49641
11.276254,635.02434
10.42,572.1
12.3299,276.5121
10.98482,275.55861
10.603714,306.38812
11.119328,318.46566
13.159366,607.0553
18.71903,312.74472
15.65,288.0
13.428382,126.81417
12.184,502.15
13.125739,520.28771
13.170575,506.93885
12.218,502.15
13.047276,497.40395
13.069694,466.828704
13.708607,146.2018
14.24,146.2
