pl_rade,pl_bmasse
12.038466,677.61356
18.528,202.131
14.964015,199.27941
12.24,181.473
11.76945,204.68252
10.267,213.573
15.36,282.86
8.687,274.276
13.67498,158.915
13.78707,154.14755
13.731025,177.9848
9.64,163.358
13.56289,654.7298
15.02006,184.3414
14.247,403.945
12.464,492.62
13.9,301.93
9.113,82.632
11.847913,82.6358
15.401166,311.4734
14.90797,305.1168
15.277867,305.1168
10.256235,305.1168
13.047,187.512
16.37,712.545
14.24,491.3763
13.002,597.5
17.48604,301.9385
15.737436,262.52758
14.235,340.06
20.51247,292.4036
20.78145022,284.13859586
20.68056939,289.22385037
13.78704626,529.81995447
13.5,572.1
13.56289,559.3808
19.055,282.857
23.09054,273.3338
17.14977,270.1555
23.43,286.03
17.14974047,270.15414595
11.2,699.2
11.197791,170.99254
10.65,174.8
16.017661,231.69807
18.71903,394.1092
19.17,397.27
11.65736,95.349
10.939984,218.34921
10.559,220.565
19.055,177.98
11.65736,1875.197
18.27067,200.2329
11.54527,425.8922
16.376349,255.85315
17.900773,467.2101
19.28,143.653
13.56,359.13
13.45,152.55
12.67,419.52
12.33,263.79
12.823096,293.03926
12.33,883.53
10.4,4386.054
10.468,6992.0
16.7,1274.44
15.277867,355.9696
11.5609626,188.15536
12.9934728,232.33373
1.24,2.53
2.043,6.26
2.043,6.27
13.518054,293.67492
11.018447,179.89178
11.029656,188.47319
11.119328,176.39565
13.988832,3759.9289
14.425983,491.68301
14.45961,483.41943
12.89035,365.5045
12.78,378.2
12.206601,344.52772
23.20263,1398.452
15.389957,225.34147
16.8,6356.0
2.06,4.52
2.042,4.82
