pl_orbper,pl_rade
3.7648327,13.977623
2.7566,14.79585452
2.7565972,13.630144
3.40884,15.177
3.40883,13.597
1.846835,16.297886
1.8468373,15.871944
1.846834,14.68379
1.21987016,18.819911
1.21987,17.855937
4.3176782,13.675
1.53736596,14.874343
1.53736423,14.358729
6.9,12.3
4.0552941,14.336311
1.33823144,15.289076
1.3382315,15.367539
1.3382315,15.210613
3.05240154,13.204202
3.052404,13.22662
4.9816819,12.576498
0.813473978,11.276254
0.8,10.42
2.423804,12.3299
2.423812,10.98482
3.126089,10.603714
3.126096,11.119328
1.43036763,13.159366
2.14363592,18.71903
2.14363544,15.65
2.7817362,13.428382
1.6284279,12.184
1.6284246,13.125739
1.6284246,13.170575
1.6284296,12.218
1.6284246,13.047276
1.9551,13.069694
1.7497798,14.24
3.3098443,12.038466
3.6936411,18.528
4.4656291,14.964015
4.617101,12.24
2.83891856,11.76945
2.838971,10.267
5.01718,15.36
7.919585,8.687
3.36100208,13.78707
4.305004,13.731025
4.3050011,9.64
3.855898,13.56289
4.41194,15.02006
1.5732918,14.247
2.3114243,12.464
5.084298,13.9
3.8681382,9.113
3.8681382,11.847913
4.9546416,15.401166
4.9546416,14.90797
4.9546416,15.277867
4.954658,10.256235
3.7130203,13.047
2.9036747,16.37
2.2167421,14.24
4.08722,13.002
2.13775,17.48604
2.1377445,15.737436
2.484193,14.235
1.809886,20.51247
1.80988198,20.78145022
1.80988158,20.68056939
1.36002854,13.78704626
1.4,13.5
1.3600306,13.56289
2.17517632,19.055
2.175173,23.09054
3.662392,17.14977
3.6623866,23.43
3.662392,17.14974047
8.2,11.2
3.06785234,11.197791
3.1,10.65
2.7164762,16.017661
2.705782,18.71903
2.705785,19.17
4.971252,11.65736
8.5234962,10.939984
8.5234865,10.559
4.954,19.055
3.3564227,11.65736
3.916243,18.27067
2.798581,11.54527
2.1746742,16.376349
2.7325321,17.900773
3.9501907,19.28
2.184673,13.56
3.4252602,13.45
2.07276,12.67
2.96264,12.33
2.96264036,12.823096
5.75251,12.33
1.4079405,10.4
3.352057,16.7
1.0187068,15.277867
2.663416,11.5609626
1.7522239,12.9934728
0.5734745,1.24
6.00127,2.043
6.00127,2.043
3.9415128,13.518054
2.615857,11.018447
2.615864,11.029656
2.615864,11.119328
3.1915289,13.988832
4.1250828,14.425983
4.12502,14.45961
4.187732,12.89035
4.1877558,12.78
4.187757,12.206601
3.7650007,23.20263
2.8641424,15.389957
6.26834,2.06
6.2679,2.042
